Interactor1	Interactor2	geneName1	geneName2	Complex.name	Complex.id
Q03164	Q9NXF1	KMT2A	TEX10	MLL1-WDR5 complex	5386
Q03164	P61964	KMT2A	WDR5	MLL1-WDR5 complex	5386
Q9H7Z6	Q8IZL8	KAT8	PELP1	MLL1-WDR5 complex	5386
Q9H7Z6	Q9BVI0	KAT8	NA	MLL1-WDR5 complex	5386
Q9H7Z6	Q8WWY3	KAT8	NA	MLL1-WDR5 complex	5386
Q9H7Z6	Q15291	KAT8	RBBP5	MLL1-WDR5 complex	5386
Q9H7Z6	Q99496	KAT8	RNF2	MLL1-WDR5 complex	5386
Q9H7Z6	Q9Y265	KAT8	RUVBL1	MLL1-WDR5 complex	5386
Q9H7Z6	Q9H4L4	KAT8	SENP3	MLL1-WDR5 complex	5386
Q9H7Z6	P21675	KAT8	TAF1	MLL1-WDR5 complex	5386
Q9H7Z6	O00268	KAT8	TAF4	MLL1-WDR5 complex	5386
Q9H7Z6	P49848	KAT8	TAF6	MLL1-WDR5 complex	5386
Q9H7Z6	Q15545	KAT8	TAF7	MLL1-WDR5 complex	5386
Q9H7Z6	Q16594	KAT8	TAF9	MLL1-WDR5 complex	5386
Q9H7Z6	Q9NXF1	KAT8	TEX10	MLL1-WDR5 complex	5386
Q9H7Z6	P61964	KAT8	WDR5	MLL1-WDR5 complex	5386
Q8IZL8	Q9BVI0	PELP1	NA	MLL1-WDR5 complex	5386
Q8IZL8	Q8WWY3	PELP1	NA	MLL1-WDR5 complex	5386
Q8IZL8	Q15291	PELP1	RBBP5	MLL1-WDR5 complex	5386
Q8IZL8	Q99496	PELP1	RNF2	MLL1-WDR5 complex	5386
Q8IZL8	Q9Y265	PELP1	RUVBL1	MLL1-WDR5 complex	5386
Q8IZL8	Q9H4L4	PELP1	SENP3	MLL1-WDR5 complex	5386
Q8IZL8	P21675	PELP1	TAF1	MLL1-WDR5 complex	5386
Q8IZL8	O00268	PELP1	TAF4	MLL1-WDR5 complex	5386
Q8IZL8	P49848	PELP1	TAF6	MLL1-WDR5 complex	5386
Q8IZL8	Q15545	PELP1	TAF7	MLL1-WDR5 complex	5386
Q8IZL8	Q16594	PELP1	TAF9	MLL1-WDR5 complex	5386
Q8IZL8	Q9NXF1	PELP1	TEX10	MLL1-WDR5 complex	5386
Q8IZL8	P61964	PELP1	WDR5	MLL1-WDR5 complex	5386
Q9BVI0	Q8WWY3	NA	NA	MLL1-WDR5 complex	5386
Q9BVI0	Q15291	NA	RBBP5	MLL1-WDR5 complex	5386
Q9BVI0	Q99496	NA	RNF2	MLL1-WDR5 complex	5386
Q9BVI0	Q9Y265	NA	RUVBL1	MLL1-WDR5 complex	5386
Q9BVI0	Q9H4L4	NA	SENP3	MLL1-WDR5 complex	5386
Q9BVI0	P21675	NA	TAF1	MLL1-WDR5 complex	5386
Q9BVI0	O00268	NA	TAF4	MLL1-WDR5 complex	5386
Q9BVI0	P49848	NA	TAF6	MLL1-WDR5 complex	5386
Q9BVI0	Q15545	NA	TAF7	MLL1-WDR5 complex	5386
Q9BVI0	Q16594	NA	TAF9	MLL1-WDR5 complex	5386
Q9BVI0	Q9NXF1	NA	TEX10	MLL1-WDR5 complex	5386
Q9BVI0	P61964	NA	WDR5	MLL1-WDR5 complex	5386
Q8WWY3	Q15291	NA	RBBP5	MLL1-WDR5 complex	5386
Q8WWY3	Q99496	NA	RNF2	MLL1-WDR5 complex	5386
Q8WWY3	Q9Y265	NA	RUVBL1	MLL1-WDR5 complex	5386
Q8WWY3	Q9H4L4	NA	SENP3	MLL1-WDR5 complex	5386
Q8WWY3	P21675	NA	TAF1	MLL1-WDR5 complex	5386
Q8WWY3	O00268	NA	TAF4	MLL1-WDR5 complex	5386
Q8WWY3	P49848	NA	TAF6	MLL1-WDR5 complex	5386
Q8WWY3	Q15545	NA	TAF7	MLL1-WDR5 complex	5386
Q8WWY3	Q16594	NA	TAF9	MLL1-WDR5 complex	5386
Q8WWY3	Q9NXF1	NA	TEX10	MLL1-WDR5 complex	5386
Q8WWY3	P61964	NA	WDR5	MLL1-WDR5 complex	5386
Q15291	Q99496	RBBP5	RNF2	MLL1-WDR5 complex	5386
Q15291	Q9Y265	RBBP5	RUVBL1	MLL1-WDR5 complex	5386
Q15291	Q9H4L4	RBBP5	SENP3	MLL1-WDR5 complex	5386
Q15291	P21675	RBBP5	TAF1	MLL1-WDR5 complex	5386
Q15291	O00268	RBBP5	TAF4	MLL1-WDR5 complex	5386
Q15291	P49848	RBBP5	TAF6	MLL1-WDR5 complex	5386
Q15291	Q15545	RBBP5	TAF7	MLL1-WDR5 complex	5386
Q15291	Q16594	RBBP5	TAF9	MLL1-WDR5 complex	5386
Q15291	Q9NXF1	RBBP5	TEX10	MLL1-WDR5 complex	5386
Q15291	P61964	RBBP5	WDR5	MLL1-WDR5 complex	5386
Q99496	Q9Y265	RNF2	RUVBL1	MLL1-WDR5 complex	5386
Q99496	Q9H4L4	RNF2	SENP3	MLL1-WDR5 complex	5386
Q99496	P21675	RNF2	TAF1	MLL1-WDR5 complex	5386
Q99496	O00268	RNF2	TAF4	MLL1-WDR5 complex	5386
Q99496	P49848	RNF2	TAF6	MLL1-WDR5 complex	5386
Q99496	Q15545	RNF2	TAF7	MLL1-WDR5 complex	5386
Q99496	Q16594	RNF2	TAF9	MLL1-WDR5 complex	5386
Q99496	Q9NXF1	RNF2	TEX10	MLL1-WDR5 complex	5386
Q99496	P61964	RNF2	WDR5	MLL1-WDR5 complex	5386
Q9Y265	Q9H4L4	RUVBL1	SENP3	MLL1-WDR5 complex	5386
Q9Y265	P21675	RUVBL1	TAF1	MLL1-WDR5 complex	5386
Q9Y265	O00268	RUVBL1	TAF4	MLL1-WDR5 complex	5386
Q9Y265	P49848	RUVBL1	TAF6	MLL1-WDR5 complex	5386
Q9Y265	Q15545	RUVBL1	TAF7	MLL1-WDR5 complex	5386
Q9Y265	Q16594	RUVBL1	TAF9	MLL1-WDR5 complex	5386
Q9Y265	Q9NXF1	RUVBL1	TEX10	MLL1-WDR5 complex	5386
Q9Y265	P61964	RUVBL1	WDR5	MLL1-WDR5 complex	5386
Q9H4L4	P21675	SENP3	TAF1	MLL1-WDR5 complex	5386
Q9H4L4	O00268	SENP3	TAF4	MLL1-WDR5 complex	5386
Q9H4L4	P49848	SENP3	TAF6	MLL1-WDR5 complex	5386
Q9H4L4	Q15545	SENP3	TAF7	MLL1-WDR5 complex	5386
Q9H4L4	Q16594	SENP3	TAF9	MLL1-WDR5 complex	5386
Q9H4L4	Q9NXF1	SENP3	TEX10	MLL1-WDR5 complex	5386
Q9H4L4	P61964	SENP3	WDR5	MLL1-WDR5 complex	5386
P21675	O00268	TAF1	TAF4	MLL1-WDR5 complex	5386
P21675	P49848	TAF1	TAF6	MLL1-WDR5 complex	5386
P21675	Q15545	TAF1	TAF7	MLL1-WDR5 complex	5386
P21675	Q16594	TAF1	TAF9	MLL1-WDR5 complex	5386
P21675	Q9NXF1	TAF1	TEX10	MLL1-WDR5 complex	5386
P21675	P61964	TAF1	WDR5	MLL1-WDR5 complex	5386
O00268	P49848	TAF4	TAF6	MLL1-WDR5 complex	5386
O00268	Q15545	TAF4	TAF7	MLL1-WDR5 complex	5386
O00268	Q16594	TAF4	TAF9	MLL1-WDR5 complex	5386
O00268	Q9NXF1	TAF4	TEX10	MLL1-WDR5 complex	5386
O00268	P61964	TAF4	WDR5	MLL1-WDR5 complex	5386
P49848	Q15545	TAF6	TAF7	MLL1-WDR5 complex	5386
P49848	Q16594	TAF6	TAF9	MLL1-WDR5 complex	5386
P49848	Q9NXF1	TAF6	TEX10	MLL1-WDR5 complex	5386
P49848	P61964	TAF6	WDR5	MLL1-WDR5 complex	5386
Q15545	Q16594	TAF7	TAF9	MLL1-WDR5 complex	5386
Q15545	Q9NXF1	TAF7	TEX10	MLL1-WDR5 complex	5386
Q15545	P61964	TAF7	WDR5	MLL1-WDR5 complex	5386
Q16594	Q9NXF1	TAF9	TEX10	MLL1-WDR5 complex	5386
Q16594	P61964	TAF9	WDR5	MLL1-WDR5 complex	5386
Q9NXF1	P61964	TEX10	WDR5	MLL1-WDR5 complex	5386
