Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	logOddsScore	FoldChange	BFDR	boosted_by
UXT	WDR61	WDR61	5	5	5.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	9.53	50.00	0.00	
UXT	CCAR1	CCAR1	3	3	3.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	30.00	0.00	
UXT	DDX23	DDX23	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
UXT	POLR2C	POLR2C	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
UXT	CPSF6	CPSF6	5	5	5.00	1	12|0|0|0|1|4|1|4|0	0.32	0.32	0.32	0.32	0.32	-0.76	2.05	0.26	
UXT	CBLL1	CBLL1	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
UXT	CSTF3	CSTF3	2	2	2.00	1	0|3|0|0|0|0|0|0|0	0.90	0.90	0.90	0.90	0.90	2.23	6.00	0.01	
UXT	CPSF2	CPSF2	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
UXT	SYMPK	SYMPK	1	1	1.00	1	0|5|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	0.59	1.80	0.37	
UXT	RRP12	RRP12	2	2	2.00	1	2|0|0|0|0|0|0|0|0	0.93	0.93	0.93	0.93	0.93	2.57	9.00	0.01	
UXT	SUPT6H	SUPT6H	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
UXT	MDC1	MDC1	3	3	3.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	30.00	0.00	
UXT	POLR2A	POLR2A	7	7	7.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	12.77	70.00	0.00	
UXT	WDR92	WDR92	42	42	42.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	64.40	420.00	0.00	
UXT	PFDN6	PFDN6	16	16	16.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	26.53	160.00	0.00	
UXT	PIH1D1	PIH1D1	29	29	29.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	45.62	290.00	0.00	
UXT	C19orf2	C19orf2	60	60	60.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	90.17	600.00	0.00	
UXT	UXT	UXT	0	0	0.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	0.00	0.37	
UXT	PDRG1	PDRG1	53	53	53.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	80.17	530.00	0.00	
UXT	POLR2E	POLR2E	15	15	15.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	25.04	150.00	0.00	
UXT	RPAP3	RPAP3	65	65	65.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	97.30	650.00	0.00	
UXT	PFDN2	PFDN2	12	12	12.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	20.52	120.00	0.00	
UXT	RPAP2	RPAP2	5	5	5.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	9.53	50.00	0.00	
UXT	POLR3A	POLR3A	12	12	12.00	1	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	20.52	120.00	0.00	
UXT	SCYL2	SCYL2	2	2	2.00	1	12|16|23|0|21|14|105|38|0	0.00	0.00	0.00	0.00	0.00	-101.46	0.08	0.37	
UXT	DDX18	DDX18	2	2	2.00	1	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
UXT	CLNS1A	CLNS1A	1	1	1.00	1	5|0|2|0|1|17|17|16|0	0.00	0.00	0.00	0.00	0.00	-22.74	0.16	0.37	
UXT	DDX1	DDX1	1	1	1.00	1	13|0|0|0|0|1|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.11	0.64	0.37	
UXT	B3GALTL	B3GALTL	1	1	1.00	1	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	2.23	10.00	0.37	
UXT	PHF3	PHF3	1	1	1.00	1	0|0|0|0|1|0|0|0|1	0.00	0.00	0.00	0.00	0.00	0.89	4.50	0.37	
VPS72	ACTR5	ACTR5	9|2	11	5.50	2	0|0|0|0|0|0|0|0|0	0.99	1.00	0.99	1.00	0.99	4.26	55.00	0.00	
VPS72	RUVBL2	RUVBL2	116|87	203	101.50	2	6|0|1|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	18.69	130.50	0.00	
VPS72	RUVBL1	RUVBL1	120|175	295	147.50	2	3|2|0|0|0|0|0|2|0	1.00	1.00	1.00	1.00	1.00	74.98	189.64	0.00	
VPS72	INO80C	INO80C	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	ACTR8	ACTR8	6|2	8	4.00	2	0|0|0|0|0|0|0|0|0	0.99	1.00	0.99	1.00	0.99	4.26	40.00	0.00	
VPS72	ACTL6A	ACTL6A	48|17	65	32.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	28.02	325.00	0.00	
VPS72	STK38	STK38	24|4	28	14.00	2	151|129|151|81|123|49|74|41|0	0.00	0.00	0.00	0.00	0.00	-374.15	0.16	0.37	
VPS72	ACTB	ACTB	47|24	71	35.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	38.33	355.00	0.00	
VPS72	HSPA1B	HSPA1B	7|2	9	4.50	2	11|52|25|0|6|25|37|71|25	0.00	0.00	0.00	0.00	0.00	-113.09	0.16	0.37	
VPS72	INO80B	INO80B	3|0	3	1.50	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	15.00	0.11	
VPS72	INO80E	INO80E	3|8	11	5.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	55.00	0.00	
VPS72	NFRKB	NFRKB	30|3	33	16.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	6.11	165.00	0.00	
VPS72	HSPA8	HSPA8	21|14	35	17.50	2	18|65|42|0|14|19|19|16|21	0.00	0.00	0.00	0.00	0.00	-64.10	0.74	0.37	
VPS72	TUBB2B	TUBB2B	44|2	46	23.00	2	23|21|47|4|5|34|35|34|6	0.00	0.00	0.00	0.00	0.00	-92.35	0.99	0.35	
VPS72	TUBB2C	TUBB2C	53|2	55	27.50	2	23|30|62|5|7|38|39|37|7	0.00	0.00	0.00	0.00	0.00	-111.32	1.00	0.36	
VPS72	TUBB	TUBB	55|2	57	28.50	2	27|34|75|4|7|45|42|49|6	0.00	0.00	0.00	0.00	0.00	-131.27	0.89	0.36	
VPS72	DYNLL1	DYNLL1	1|0	1	0.50	2	2|3|1|0|3|0|0|0|1	0.00	0.00	0.00	0.00	0.00	-3.74	0.45	0.37	
VPS72	ACTA1	ACTA1	15|2	17	8.50	2	20|9|12|4|12|9|5|5|2	0.00	0.00	0.00	0.00	0.00	-29.91	0.98	0.34	
VPS72	MATR3	MATR3	32|9	41	20.50	2	35|49|1|0|24|1|0|0|5	0.00	0.00	0.00	0.00	0.00	-30.76	1.60	0.33	
VPS72	YY1	YY1	4|1	5	2.50	2	0|0|0|0|3|0|0|0|0	0.49	0.98	0.49	0.98	0.49	1.15	7.50	0.16	
VPS72	HIST1H2BJ	HIST1H2BJ	24|6	30	15.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	11.17	150.00	0.00	
VPS72	UCHL5	UCHL5	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	H2AFZ	H2AFZ	62|0	62	31.00	2	1|3|0|0|0|1|0|1|2	0.50	1.00	0.50	1.00	0.50	-3.12	34.88	0.07	
VPS72	TUBB6	TUBB6	10|1	11	5.50	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	2.23	55.00	0.08	
VPS72	TFPT	TFPT	2|1	3	1.50	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	2.23	15.00	0.13	
VPS72	RBM10	RBM10	9|4	13	6.50	2	28|12|5|0|1|52|31|46|0	0.00	0.00	0.00	0.00	0.00	-69.18	0.33	0.37	
VPS72	PRPF31	PRPF31	2|0	2	1.00	2	11|2|0|0|1|19|12|13|0	0.00	0.00	0.00	0.00	0.00	-26.07	0.16	0.37	
VPS72	HSPA2	HSPA2	8|3	11	5.50	2	6|34|17|0|5|7|8|4|8	0.00	0.00	0.00	0.00	0.00	-31.97	0.56	0.37	
VPS72	HSPA6	HSPA6	3|0	3	1.50	2	4|38|11|0|3|7|10|29|7	0.00	0.00	0.00	0.00	0.00	-50.95	0.12	0.37	
VPS72	HSPA1L	HSPA1L	2|4	6	3.00	2	4|34|17|0|3|4|14|18|8	0.00	0.00	0.00	0.00	0.00	-40.68	0.26	0.37	
VPS72	DNAJA1	DNAJA1	1|2	3	1.50	2	0|1|1|0|0|0|0|0|0	0.47	0.93	0.47	0.93	0.47	0.89	6.75	0.17	
VPS72	HNRNPH1	HNRNPH1	15|12	27	13.50	2	12|47|8|0|5|12|43|30|7	0.00	0.00	0.00	0.00	0.00	-46.30	0.74	0.37	
VPS72	HNRNPH2	HNRNPH2	11|3	14	7.00	2	12|24|2|0|3|7|21|8|5	0.00	0.00	0.00	0.00	0.00	-28.81	0.77	0.35	
VPS72	TUBB3	TUBB3	25|2	27	13.50	2	16|15|38|3|3|18|26|20|5	0.00	0.00	0.00	0.00	0.00	-60.88	0.84	0.35	
VPS72	TUBA1C	TUBA1C	23|9	32	16.00	2	13|69|167|3|3|24|29|20|13	0.00	0.00	0.00	0.00	0.00	-132.98	0.42	0.37	
VPS72	TUBA8	TUBA8	16|0	16	8.00	2	7|30|65|0|1|20|20|13|10	0.00	0.00	0.00	0.00	0.00	-79.03	0.43	0.37	
VPS72	TUBA1B	TUBA1B	27|10	37	18.50	2	14|69|168|3|5|22|33|23|14	0.00	0.00	0.00	0.00	0.00	-134.92	0.47	0.37	
VPS72	TUBA1A	TUBA1A	23|9	32	16.00	2	10|67|166|3|3|19|28|18|11	0.00	0.00	0.00	0.00	0.00	-125.38	0.44	0.37	
VPS72	TUBA4A	TUBA4A	22|1	23	11.50	2	8|40|75|0|2|20|20|17|11	0.00	0.00	0.00	0.00	0.00	-87.90	0.54	0.36	
VPS72	HNRNPK	HNRNPK	6|0	6	3.00	2	17|147|13|2|15|12|11|7|18	0.00	0.00	0.00	0.00	0.00	-116.23	0.11	0.37	
VPS72	NOP58	NOP58	7|0	7	3.50	2	0|0|0|0|0|0|0|0|3	0.50	1.00	0.50	1.00	0.50	-1.22	10.50	0.13	
VPS72	DDX3X	DDX3X	4|0	4	2.00	2	15|10|5|0|1|10|5|4|13	0.00	0.00	0.00	0.00	0.00	-28.83	0.29	0.37	
VPS72	EEF1A1	EEF1A1	9|0	9	4.50	2	72|9|28|0|4|15|7|18|24	0.00	0.00	0.00	0.00	0.00	-84.46	0.23	0.37	
VPS72	EEF1A2	EEF1A2	2|0	2	1.00	2	40|6|18|0|0|8|5|3|12	0.00	0.00	0.00	0.00	0.00	-42.48	0.10	0.37	
VPS72	VIM	VIM	3|0	3	1.50	2	1|5|118|0|0|0|4|0|0	0.00	0.00	0.00	0.00	0.00	-59.35	0.11	0.37	
VPS72	DDX5	DDX5	6|3	9	4.50	2	9|10|3|0|0|0|4|2|8	0.00	0.01	0.00	0.01	0.00	-8.97	1.12	0.32	
VPS72	HNRNPF	HNRNPF	13|7	20	10.00	2	9|27|8|0|5|1|20|4|6	0.00	0.00	0.00	0.00	0.00	-20.21	1.12	0.34	
VPS72	HSPA5	HSPA5	9|4	13	6.50	2	12|31|8|0|3|21|6|6|8	0.00	0.00	0.00	0.00	0.00	-32.39	0.62	0.37	
VPS72	DDX17	DDX17	1|2	3	1.50	2	7|8|2|0|0|0|3|2|5	0.00	0.00	0.00	0.00	0.00	-8.85	0.50	0.37	
VPS72	RIF1	RIF1	5|0	5	2.50	2	12|8|0|0|1|1|0|3|0	0.07	0.15	0.07	0.15	0.07	-10.32	0.90	0.30	
VPS72	SMC1A	SMC1A	3|0	3	1.50	2	0|1|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.30	13.50	0.10	
VPS72	PRKDC	PRKDC	93|38	131	65.50	2	36|0|0|0|0|2|32|9|11	0.94	1.00	0.94	1.00	0.94	1.94	6.55	0.01	
VPS72	RPL23	RPL23	2|0	2	1.00	2	1|2|0|0|0|3|4|1|3	0.05	0.09	0.05	0.09	0.05	-5.71	0.64	0.30	
VPS72	HSPA9	HSPA9	1|0	1	0.50	2	3|0|0|0|0|6|6|4|9	0.00	0.00	0.00	0.00	0.00	-11.79	0.16	0.37	
VPS72	RCN1	RCN1	1|0	1	0.50	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	5.00	0.37	
VPS72	ACTR6	ACTR6	20|18	38	19.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	29.51	190.00	0.00	
VPS72	HNRNPM	HNRNPM	2|1	3	1.50	2	1|6|1|0|5|0|4|0|0	0.02	0.04	0.02	0.04	0.02	-4.94	0.79	0.31	
VPS72	UBAP2L	UBAP2L	9|3	12	6.00	2	5|10|2|0|10|0|1|0|0	0.33	0.67	0.33	0.67	0.33	-5.70	1.93	0.22	
VPS72	TARDBP	TARDBP	1|0	1	0.50	2	16|6|2|0|1|0|2|1|2	0.00	0.00	0.00	0.00	0.00	-12.46	0.15	0.37	
VPS72	PPP1CA	PPP1CA	1|0	1	0.50	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	5.00	0.37	
VPS72	PPP1CB	PPP1CB	1|0	1	0.50	2	6|2|0|0|0|1|0|0|2	0.00	0.00	0.00	0.00	0.00	-3.91	0.41	0.37	
VPS72	PPP1CC	PPP1CC	1|0	1	0.50	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	5.00	0.37	
VPS72	ELAVL1	ELAVL1	1|0	1	0.50	2	5|8|0|0|5|2|1|2|7	0.00	0.00	0.00	0.00	0.00	-12.96	0.15	0.37	
VPS72	RBM39	RBM39	3|0	3	1.50	2	4|12|1|0|0|2|0|3|2	0.01	0.02	0.01	0.02	0.01	-9.90	0.56	0.32	
VPS72	CAD	CAD	2|0	2	1.00	2	0|0|1|0|0|2|2|0|0	0.37	0.75	0.37	0.75	0.37	-1.95	1.80	0.19	
VPS72	AIFM1	AIFM1	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	RPL24	RPL24	1|0	1	0.50	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	5.00	0.37	
VPS72	LMNA	LMNA	5|3	8	4.00	2	13|20|1|0|5|0|2|0|0	0.00	0.00	0.00	0.00	0.00	-10.66	0.88	0.33	
VPS72	YEATS4	YEATS4	15|5	20	10.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	9.53	100.00	0.00	
VPS72	SRCAP	SRCAP	82|62	144	72.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	93.02	720.00	0.00	
VPS72	MSH2	MSH2	9|1	10	5.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	2.23	50.00	0.08	
VPS72	VPS72	VPS72	0|0	0	0.00	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	0.00	0.37	
VPS72	KIAA1967	KIAA1967	5|0	5	2.50	2	8|3|5|0|0|0|0|0|0	0.36	0.72	0.36	0.72	0.36	-6.35	1.41	0.19	
VPS72	KPNA2	KPNA2	1|0	1	0.50	2	0|2|9|0|0|0|1|20|0	0.00	0.00	0.00	0.00	0.00	-13.25	0.14	0.37	
VPS72	TUBGCP3	TUBGCP3	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	NUP214	NUP214	2|0	2	1.00	2	0|2|1|0|0|0|0|0|0	0.44	0.88	0.44	0.88	0.44	-1.14	3.00	0.17	
VPS72	ZC3H18	ZC3H18	3|0	3	1.50	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	15.00	0.11	
VPS72	RANGAP1	RANGAP1	1|0	1	0.50	2	0|7|0|0|4|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-3.69	0.41	0.37	
VPS72	NUMA1	NUMA1	8|0	8	4.00	2	4|18|0|0|2|0|0|2|5	0.17	0.34	0.17	0.34	0.17	-12.87	1.16	0.28	
VPS72	GCN1L1	GCN1L1	8|0	8	4.00	2	0|1|12|0|0|1|2|0|0	0.46	0.93	0.46	0.93	0.46	-6.15	2.25	0.17	
VPS72	FANCI	FANCI	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	NUP188	NUP188	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	UBR5	UBR5	6|0	6	3.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	30.00	0.09	
VPS72	DMAP1	DMAP1	44|17	61	30.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	28.02	305.00	0.00	
VPS72	AATF	AATF	1|0	1	0.50	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	5.00	0.37	
VPS72	EWSR1	EWSR1	2|0	2	1.00	2	0|2|0|0|2|0|0|0|0	0.41	0.81	0.41	0.81	0.41	-1.58	2.25	0.18	
VPS72	FNBP4	FNBP4	2|0	2	1.00	2	3|0|0|0|0|0|0|0|0	0.45	0.90	0.45	0.90	0.45	-1.22	3.00	0.17	
VPS72	MKI67	MKI67	8|0	8	4.00	2	2|1|0|0|1|0|0|0|2	0.50	1.00	0.50	1.00	0.50	-2.29	6.00	0.09	
VPS72	WAPAL	WAPAL	5|0	5	2.50	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	25.00	0.09	
VPS72	MSH6	MSH6	14|0	14	7.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	70.00	0.08	
VPS72	POP1	POP1	1|0	1	0.50	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	5.00	0.37	
VPS72	MORF4L1	MORF4L1	11|1	12	6.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	2.23	60.00	0.08	
VPS72	AKAP8	AKAP8	2|0	2	1.00	2	1|1|0|0|0|0|0|0|0	0.47	0.93	0.47	0.93	0.47	-0.72	4.50	0.17	
VPS72	DDX24	DDX24	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	L3MBTL2	L3MBTL2	1|0	1	0.50	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	5.00	0.37	
VPS72	RFC1	RFC1	1|0	1	0.50	2	0|2|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.76	2.25	0.37	
VPS72	OGT	OGT	1|0	1	0.50	2	11|3|0|0|0|9|12|4|0	0.00	0.00	0.00	0.00	0.00	-16.95	0.12	0.37	
VPS72	SMC4	SMC4	4|0	4	2.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	20.00	0.10	
VPS72	CDKN2AIP	CDKN2AIP	1|0	1	0.50	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	5.00	0.37	
VPS72	ZFR	ZFR	1|0	1	0.50	2	10|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-2.83	0.45	0.37	
VPS72	KAT5	KAT5	16|5	21	10.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	9.53	105.00	0.00	
VPS72	ZNHIT1	ZNHIT1	6|4	10	5.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	7.85	50.00	0.00	
VPS72	EP400	EP400	97|93	190	95.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	137.10	950.00	0.00	
VPS72	MEAF6	MEAF6	4|10	14	7.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	7.85	70.00	0.00	
VPS72	TRRAP	TRRAP	96|67	163	81.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	100.15	815.00	0.00	
VPS72	EPC2	EPC2	16|6	22	11.00	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	11.17	110.00	0.00	
VPS72	C20orf20	C20orf20	5|1	6	3.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	2.23	30.00	0.09	
VPS72	BRD8	BRD8	25|12	37	18.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	20.52	185.00	0.00	
VPS72	MORF4L2	MORF4L2	2|2	4	2.00	2	0|0|0|0|0|0|0|0|0	0.99	0.99	0.99	0.99	0.99	4.26	20.00	0.00	
VPS72	EPC1	EPC1	15|1	16	8.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	2.23	80.00	0.08	
VPS72	ING3	ING3	4|7	11	5.50	2	0|0|0|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	7.85	55.00	0.00	
VPS72	MBTD1	MBTD1	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	ZNF281	ZNF281	5|2	7	3.50	2	0|0|0|0|0|0|0|0|0	0.99	1.00	0.99	1.00	0.99	4.26	35.00	0.00	
VPS72	SMC2	SMC2	1|0	1	0.50	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	5.00	0.37	
VPS72	ZNF148	ZNF148	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	FOXO3	FOXO3	1|0	1	0.50	2	2|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.76	2.25	0.37	
VPS72	LMO7	LMO7	2|0	2	1.00	2	6|0|0|1|5|0|0|0|0	0.15	0.29	0.15	0.29	0.15	-4.31	0.75	0.29	
VPS72	PICALM	PICALM	2|0	2	1.00	2	18|5|1|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-9.50	0.38	0.37	
VPS72	CEBPZ	CEBPZ	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	SFRS2IP	SFRS2IP	5|0	5	2.50	2	1|0|0|0|0|3|0|0|0	0.49	0.98	0.49	0.98	0.49	-1.62	5.62	0.15	
VPS72	RPP30	RPP30	1|0	1	0.50	2	0|0|0|0|0|0|0|0|0	0.00	0.00	0.00	0.00	0.00	-0.28	5.00	0.37	
VPS72	NCOR1	NCOR1	3|0	3	1.50	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	15.00	0.11	
VPS72	CGA	CGA	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	CDCA2	CDCA2	3|0	3	1.50	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	15.00	0.11	
VPS72	CCDC59	CCDC59	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	ZFP91	ZFP91	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	NCAPG2	NCAPG2	5|0	5	2.50	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	25.00	0.09	
VPS72	NCAPD3	NCAPD3	5|0	5	2.50	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	25.00	0.09	
VPS72	NUP153	NUP153	6|0	6	3.00	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	30.00	0.09	
VPS72	AHCTF1	AHCTF1	3|0	3	1.50	2	0|0|0|0|0|0|0|0|0	0.50	1.00	0.50	1.00	0.50	-0.28	15.00	0.11	
VPS72	FAM120A	FAM120A	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	MLL	MLL	2|0	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	HIST1H1C	HIST1H1C	0|4	4	2.00	2	3|1|0|2|9|0|43|3|4	0.00	0.00	0.00	0.00	0.00	-28.91	0.28	0.37	
VPS72	HIST1H1E	HIST1H1E	0|4	4	2.00	2	3|1|0|2|9|0|41|3|4	0.00	0.00	0.00	0.00	0.00	-27.92	0.29	0.37	
VPS72	EIF4B	EIF4B	0|3	3	1.50	2	18|7|9|1|0|65|37|60|1	0.00	0.00	0.00	0.00	0.00	-94.75	0.07	0.37	
VPS72	RPLP0	RPLP0	0|1	1	0.50	2	2|0|1|0|0|0|9|0|4	0.00	0.00	0.00	0.00	0.00	-6.33	0.28	0.37	
VPS72	HIST1H4J	HIST1H4J	0|2	2	1.00	2	1|0|0|0|0|0|5|4|1	0.17	0.33	0.17	0.33	0.17	-3.94	0.82	0.28	
VPS72	HIST1H2AD	HIST1H2AD	0|2	2	1.00	2	4|6|4|2|3|3|3|3|2	0.00	0.00	0.00	0.00	0.00	-13.31	0.30	0.37	
VPS72	HIST2H2AC	HIST2H2AC	0|2	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
VPS72	NCL	NCL	0|1	1	0.50	2	0|0|0|1|0|0|8|0|0	0.00	0.00	0.00	0.00	0.00	-2.44	0.50	0.37	
VPS72	CALML5	CALML5	0|1	1	0.50	2	4|2|3|0|0|0|1|0|0	0.00	0.00	0.00	0.00	0.00	-3.57	0.45	0.37	
VPS72	C21orf70	C21orf70	0|2	2	1.00	2	0|0|0|0|0|0|0|0|0	0.49	0.99	0.49	0.99	0.49	-0.28	10.00	0.13	
ZNHIT1	RUVBL2	RUVBL2	125|147	272	136.00	2	6|0|1|0|0|0|0|0|0	1.00	1.00	1.00	1.00	1.00	24.66	174.86	0.00	
