uidA,uidB,aliasA,aliasB,interactionType
P27635,P61313,RPL10,RPL15,MI:0403(colocalization)
Q9Y2X3,P46777,NOP58,RPL5,MI:0403(colocalization)
A0A0S2Z569,Q15637,DAZAP1,SF1,MI:0915(physical association)
P49257,P16615,LMAN1,ATP2A2,MI:0403(colocalization)
Q15418,P31946,RPS6KA1,YWHAB,-
Q9H7P9,Q8WWN8,PLEKHG2,ARAP3,psi-mi:MI:0914(association)
P49257,Q8NI22,LMAN1,MCFD2,MI:0915(physical association)
P08754,P16473,GNAI3,TSHR,-
P46087,Q9Y2X3,NOP2,NOP58,MI:0403(colocalization)
Q96L91,Q92993,EP400,KAT5,psi-mi:MI:0915(physical association)
Q96L91,P54198,EP400,HIRA,psi-mi:MI:0914(association)
Q9HAU4,O43541,SMURF2,SMAD6,-
Q9HAU4,Q9UBS8,SMURF2,RNF14,-
P68400,Q14676,CSNK2A1,MDC1,MI:0407(direct interaction)
P68400,O43719,CSNK2A1,HTATSF1,MI:0407(direct interaction)
Q9HAU4,Q7Z434,SMURF2,MAVS,MI:0915(physical association)
Q9HAU4,Q13635,SMURF2,PTCH1,MI:0915(physical association)
P68400,P35221,CSNK2A1,CTNNA1,MI:0407(direct interaction)
Q8NAV1,Q8NAV1,PRPF38A,PRPF38A,MI:0407(direct interaction)
P68400,Q15653,CSNK2A1,NFKBIB,psi-mi:MI:0915(physical association)
P68400,Q5VT52,CSNK2A1,RPRD2,MI:0217(phosphorylation reaction)
P68400,B2RB89,CSNK2A1,PRKACB,MI:0217(phosphorylation reaction)
P68400,A0A0C3SFZ9,CSNK2A1,FCHO1,MI:0915(physical association)
P20930,O94782,FLG,USP1,MI:0915(physical association)
Q9Y618,Q8WUI4,NCOR2,HDAC7,psi-mi:MI:0915(physical association)
Q9Y618,Q15327,NCOR2,ANKRD1,psi-mi:MI:0914(association)
Q8NAV1,P49759,PRPF38A,CLK1,MI:0407(direct interaction)
Q8IY34,Q9BRK4,SLC15A3,LZTS2,MI:0407(direct interaction)
Q92665,Q92552,MRPS31,MRPS27,MI:0915(physical association)
Q9Y490,Q8IZP0,TLN1,ABI1,MI:0915(physical association)
L7RRS6,P31946,RAF1,YWHAB,-
P22607,O00459,FGFR3,PIK3R2,psi-mi:MI:0915(physical association)
L7RRS6,P55211,RAF1,CASP9,psi-mi:MI:0194(cleavage reaction)
Q15554,A0A024R3C7,TERF2,ATM,MI:0915(physical association)
L7RRS6,P26951,RAF1,IL3RA,psi-mi:MI:0914(association)
L7RRS6,Q15418,RAF1,RPS6KA1,psi-mi:MI:0914(association)
Q15554,P13010,TERF2,XRCC5,MI:0915(physical association)
Q8NHX9,Q8NHX9,TPCN2,TPCN2,MI:0915(physical association)
B1ALW7,Q9Y250,COG2,LZTS1,MI:0915(physical association)
O75747,Q9NRR6,PIK3C2G,INPP5E,psi-mi:MI:0914(association)
Q15406,Q15406,NR6A1,NR6A1,-
P49368,Q49A26,CCT3,GLYR1,MI:0915(physical association)
P49368,B1AQP2,CCT3,PFDN2,psi-mi:MI:0915(physical association)
P49368,P60709,CCT3,ACTB,psi-mi:MI:0915(physical association)
A0A024R4D7,P35221,CTNNBIP1,CTNNA1,MI:0915(physical association)
Q9UMN6,Q92599,KMT2B,SEPT8,MI:0915(physical association)
Q8IVF5,P60953,TIAM2,CDC42,psi-mi:MI:0915(physical association)
Q8IVF5,Q17R89,TIAM2,ARHGAP44,psi-mi:MI:0914(association)
Q8IVF5,O75116,TIAM2,ROCK2,psi-mi:MI:0914(association)
A0A090N7U0,F1D8P2,CUL1,NR1D2,-
O00212,Q9NR80,RHOD,ARHGEF4,psi-mi:MI:0915(physical association)
P49368,L7RRS6,CCT3,RAF1,-
O95831,O95831,AIFM1,AIFM1,MI:0915(physical association)
Q6UUV9,A0A024R1L9,CRTC1,CBY1,MI:0915(physical association)
Q9BVU3,Q9BVU3,AHNAK,AHNAK,MI:0915(physical association)
Q9UBP5,Q92831,HEY2,KAT2B,psi-mi:MI:0914(association)
P16473,Q8TDU6,TSHR,GPBAR1,psi-mi:MI:0914(association)
P16473,P16473,TSHR,TSHR,-
P16473,A0A0S2Z4A4,TSHR,MLF1,MI:0915(physical association)
Q8NAV1,Q14562,PRPF38A,DHX8,MI:0915(physical association)
P09455,A0A024R0G8,RBP1,SIRT2,MI:0915(physical association)
P09455,Q5PSV4,RBP1,BRMS1L,MI:0915(physical association)
A0A087WZN1,K7PPA8,IDH3B,TP53,MI:0915(physical association)
A3KN83,Q14566,SBNO1,MCM6,MI:0915(physical association)
Q8IXI1,Q08211,RHOT2,DHX9,MI:0403(colocalization)
Q14573,P46940,ITPR3,IQGAP1,psi-mi:MI:0914(association)
Q14573,Q86YW0,ITPR3,PLCZ1,psi-mi:MI:0914(association)
Q16348,Q9H0I2,SLC15A2,ENKD1,MI:0915(physical association)
O15389,O15389,SIGLEC5,SIGLEC5,MI:0403(colocalization)
B3KXZ2,P39687,KPNA1,ANP32A,-
Q96PY6,Q9NPD3,NEK1,EXOSC4,-
P57721,O00212,PCBP3,RHOD,MI:0915(physical association)
Q15750,A0A024RBU2,TAB1,SNRNP35,MI:0915(physical association)
A0A024R878,D2JYI1,ENG,TGFBR2,psi-mi:MI:0915(physical association)
O15537,O15537,RS1,RS1,MI:0914(association)
P50479,Q12923,PDLIM4,PTPN13,psi-mi:MI:0914(association)
Q96PY6,Q38SD2,NEK1,LRRK1,MI:0407(direct interaction)
O15371,Q92997,EIF3D,DVL3,MI:0915(physical association)
Q9BV73,Q9BSJ2,CEP250,TUBGCP2,psi-mi:MI:0915(physical association)
P55201,Q92794,BRPF1,KAT6A,psi-mi:MI:0915(physical association)
Q9H5V7,Q9H5V7,IKZF5,IKZF5,MI:0407(direct interaction)
Q9H5V7,Q9P2N5,IKZF5,RBM27,MI:0915(physical association)
O43236,Q15019,SEPT4,SEPT2,MI:0915(physical association)
Q8NI51,P46379,CTCFL,BAG6,psi-mi:MI:0914(association)
Q8TE68,Q8IZP0,EPS8L1,ABI1,psi-mi:MI:0914(association)
Q9NRY4,P23471,ARHGAP35,PTPRZ1,-
Q02388,Q02388,COL7A1,COL7A1,MI:0407(direct interaction)
Q02388,Q01955,COL7A1,COL4A3,psi-mi:MI:0915(physical association)
P35916,P35916,FLT4,FLT4,psi-mi:MI:0915(physical association)
O94766,A0A024RAQ9,B3GAT3,VCAN,psi-mi:MI:0915(physical association)
Q9NRY4,Q9NR80,ARHGAP35,ARHGEF4,psi-mi:MI:0914(association)
Q9NRY4,O00212,ARHGAP35,RHOD,psi-mi:MI:0915(physical association)
Q9NRY4,Q9H7P9,ARHGAP35,PLEKHG2,psi-mi:MI:0914(association)
Q8IVF2,A0A024R9W5,AHNAK2,HUWE1,MI:0915(physical association)
Q9BWF2,Q9BWF2,TRAIP,TRAIP,MI:0915(physical association)
O76081,Q13395,RGS20,TARBP1,MI:0915(physical association)
Q9NSD9,Q15637,FARSB,SF1,MI:0403(colocalization)
Q9BWF2,Q13045,TRAIP,FLII,-
Q07869,Q07869,PPARA,PPARA,-
F5H6X6,P14923,GANAB,JUP,MI:0403(colocalization)
Q7Z5N4,Q8TBB1,SDK1,LNX1,MI:0407(direct interaction)
Q13643,Q6P1W5,FHL3,C1orf94,MI:0915(physical association)
Q07889,Q9H6S3,SOS1,EPS8L2,MI:0915(physical association)
Q9NRG9,Q92620,AAAS,DHX38,psi-mi:MI:0914(association)
A0A024RAD7,A0A024RAD7,STEAP3,STEAP3,MI:0407(direct interaction)
Q15796,F1D8Q5,SMAD2,RXRA,-
Q15796,Q9HAU4,SMAD2,SMURF2,-
Q15796,A0A0S2Z5M8,SMAD2,ELAC2,MI:0915(physical association)
Q15796,K7PPA8,SMAD2,TP53,MI:0915(physical association)
Q15796,P27708,SMAD2,CAD,psi-mi:MI:0915(physical association)
Q15796,A0A0S2Z4N5,SMAD2,TP63,MI:0915(physical association)
Q15796,P0CG48,SMAD2,UBC,MI:0915(physical association)
Q15796,Q92963,SMAD2,RIT1,-
P57721,P26599,PCBP3,PTBP1,psi-mi:MI:0915(physical association)
Q7L273,Q5VWN6,KCTD9,FAM208B,MI:0407(direct interaction)
Q9UMX2,Q49A26,OAZ3,GLYR1,MI:0915(physical association)
Q9UMX2,Q86UU5,OAZ3,GGN,-
A0A024RE06,A0A024R3C7,LIG4,ATM,psi-mi:MI:0217(phosphorylation reaction)
Q9UNA1,O14827,ARHGAP26,RASGRF2,psi-mi:MI:0914(association)
Q9UNA1,Q12802,ARHGAP26,AKAP13,psi-mi:MI:0914(association)
Q96F07,Q96JJ3,CYFIP2,ELMO2,psi-mi:MI:0914(association)
Q9BW27,P37198,NUP85,NUP62,psi-mi:MI:0915(physical association)
Q9BW27,Q02224,NUP85,CENPE,psi-mi:MI:0915(physical association)
A0A024RE06,P13010,LIG4,XRCC5,psi-mi:MI:0915(physical association)
P07900,Q6P0Q8,HSP90AA1,MAST2,MI:0915(physical association)
P07900,P35916,HSP90AA1,FLT4,MI:0915(physical association)
P07900,A0A0S2Z4A2,HSP90AA1,RAPSN,MI:0915(physical association)
P07900,O43293,HSP90AA1,DAPK3,MI:0915(physical association)
P07900,O95429,HSP90AA1,BAG4,MI:0915(physical association)
Q93038,Q93038,TNFRSF25,TNFRSF25,MI:0407(direct interaction)
Q07889,Q15811,SOS1,ITSN1,psi-mi:MI:0915(physical association)
Q9Y5P4,P21980,COL4A3BP,TGM2,psi-mi:MI:0915(physical association)
Q9Y5P4,Q01955,COL4A3BP,COL4A3,psi-mi:MI:0914(association)
P42684,P42684,ABL2,ABL2,-
Q15811,O75116,ITSN1,ROCK2,psi-mi:MI:0914(association)
Q9H0D6,Q9H0D6,XRN2,XRN2,MI:0915(physical association)
Q96F07,Q5T124,CYFIP2,UBXN11,MI:0915(physical association)
P07900,Q9BVE2,HSP90AA1,CDK13,MI:0915(physical association)
P68400,Q14839,CSNK2A1,CHD4,MI:0217(phosphorylation reaction)
P54257,Q92993,HAP1,KAT5,-
P54257,P54257,HAP1,HAP1,-
P68400,Q9H0D6,CSNK2A1,XRN2,MI:0217(phosphorylation reaction)
P04629,P07900,NTRK1,HSP90AA1,MI:0915(physical association)
P04629,A0A024R2T0,NTRK1,USP4,MI:0915(physical association)
P04629,Q08554,NTRK1,DSC1,MI:0915(physical association)
P04629,Q92922,NTRK1,SMARCC1,MI:0915(physical association)
P04629,P61964,NTRK1,WDR5,MI:0915(physical association)
P04629,Q5T5X7,NTRK1,BEND3,MI:0915(physical association)
P04629,A6NHR9,NTRK1,SMCHD1,MI:0915(physical association)
P46782,P46777,RPS5,RPL5,MI:0403(colocalization)
P04629,Q6PD62,NTRK1,CTR9,MI:0915(physical association)
P04629,A0A024R0H6,NTRK1,PAF1,MI:0915(physical association)
P46782,P27635,RPS5,RPL10,MI:0403(colocalization)
P51610,P85037,HCFC1,FOXK1,MI:0915(physical association)
P04629,P50454,NTRK1,SERPINH1,MI:0915(physical association)
P48556,Q15008,PSMD8,PSMD6,MI:0915(physical association)
P04629,F5H6X6,NTRK1,GANAB,MI:0915(physical association)
P04629,Q96F07,NTRK1,CYFIP2,MI:0915(physical association)
Q07889,O00212,SOS1,RHOD,psi-mi:MI:0915(physical association)
P04629,O43615,NTRK1,TIMM44,MI:0915(physical association)
P04629,A0A140VJZ1,NTRK1,USP5,MI:0915(physical association)
P04629,Q9Y4E6,NTRK1,WDR7,MI:0915(physical association)
P04629,Q9NUU7,NTRK1,DDX19A,MI:0915(physical association)
P04629,P35222,NTRK1,CTNNB1,MI:0915(physical association)
Q07889,B0I1T6,SOS1,MYO9B,psi-mi:MI:0914(association)
P04629,Q02880,NTRK1,TOP2B,MI:0915(physical association)
Q07889,Q06124,SOS1,PTPN11,psi-mi:MI:0914(association)
P04629,Q96G03,NTRK1,PGM2,MI:0915(physical association)
P04629,Q15393,NTRK1,SF3B3,MI:0915(physical association)
P04629,Q6IA86,NTRK1,ELP2,MI:0915(physical association)
P04629,Q86VP6,NTRK1,CAND1,MI:0915(physical association)
P04629,P48556,NTRK1,PSMD8,MI:0915(physical association)
P26045,P31946,PTPN3,YWHAB,MI:0915(physical association)
P04629,Q9BPU6,NTRK1,DPYSL5,MI:0915(physical association)
O60229,Q9BRR9,KALRN,ARHGAP9,psi-mi:MI:0914(association)
O60229,Q96QB1,KALRN,DLC1,psi-mi:MI:0914(association)
O60229,Q9H7P9,KALRN,PLEKHG2,psi-mi:MI:0914(association)
P04629,P23467,NTRK1,PTPRB,MI:0203(dephosphorylation reaction)
P49792,K7PPA8,RANBP2,TP53,MI:0407(direct interaction)
Q7Z434,Q7Z434,MAVS,MAVS,MI:0915(physical association)
P49792,Q9BW27,RANBP2,NUP85,psi-mi:MI:0915(physical association)
P49792,Q9NRG9,RANBP2,AAAS,psi-mi:MI:0915(physical association)
Q7Z434,O14733,MAVS,MAP2K7,psi-mi:MI:0915(physical association)
Q9Y230,Q9Y2X3,RUVBL2,NOP58,psi-mi:MI:0914(association)
Q9UQ35,Q9Y5S9,SRRM2,RBM8A,MI:0403(colocalization)
Q9UQ35,Q15019,SRRM2,SEPT2,MI:0403(colocalization)
P14780,P02462,MMP9,COL4A1,MI:0915(physical association)
Q10570,P26599,CPSF1,PTBP1,psi-mi:MI:0915(physical association)
Q8WWQ0,Q16531,PHIP,DDB1,MI:0403(colocalization)
Q8N394,P16615,TMTC2,ATP2A2,psi-mi:MI:0914(association)
P61978,P61978,HNRNPK,HNRNPK,psi-mi:MI:0915(physical association)
Q15637,P61978,SF1,HNRNPK,MI:0915(physical association)
Q2TAC2,O43609,CCDC57,SPRY1,MI:0915(physical association)
O15371,O15372,EIF3D,EIF3H,MI:0915(physical association)
Q1ED39,Q8IY81,KNOP1,FTSJ3,MI:0915(physical association)
P52294,P37198,KPNA1,NUP62,MI:0407(direct interaction)
Q15637,P42684,SF1,ABL2,MI:0915(physical association)
O00541,Q08050,PES1,FOXM1,MI:0915(physical association)
A0A024QZK7,Q6IBS0,HK1,TWF2,MI:0403(colocalization)
Q9H814,P49792,PHAX,RANBP2,psi-mi:MI:0914(association)
Q09019,P62068,DMWD,USP46,MI:0915(physical association)
P61978,K7PPA8,HNRNPK,TP53,MI:0915(physical association)
L7RRS6,P98170,RAF1,XIAP,MI:0407(direct interaction)
Q96PY6,Q96PY6,NEK1,NEK1,MI:0915(physical association)
P25101,Q92993,EDNRA,KAT5,MI:0407(direct interaction)
Q96QK1,O00429,VPS35,DNM1L,psi-mi:MI:0914(association)
Q86US8,P27635,SMG6,RPL10,psi-mi:MI:0915(physical association)
Q9NR22,Q9NR22,PRMT8,PRMT8,-
P53621,P53621,COPA,COPA,MI:0407(direct interaction)
P35222,Q08211,CTNNB1,DHX9,MI:0915(physical association)
Q02930,Q9BYV9,CREB5,BACH2,-
O15078,Q15051,CEP290,IQCB1,MI:0915(physical association)
Q9HC52,P54257,CBX8,HAP1,MI:0407(direct interaction)
O00459,P21860,PIK3R2,ERBB3,MI:0407(direct interaction)
P15056,Q92963,BRAF,RIT1,psi-mi:MI:0915(physical association)
P35222,P04626,CTNNB1,ERBB2,MI:0403(colocalization)
Q8IY34,Q9HC29,SLC15A3,NOD2,MI:0915(physical association)
P35222,A0A024R274,CTNNB1,SMAD4,MI:0915(physical association)
P41597,A0N0Q1,CCR2,CCR4,psi-mi:MI:0914(association)
Q7L576,Q8IZP0,CYFIP1,ABI1,MI:0915(physical association)
Q02094,O43837,RHAG,IDH3B,psi-mi:MI:0914(association)
P61978,Q9NRW3,HNRNPK,APOBEC3C,MI:0915(physical association)
P35222,A0A024R687,CTNNB1,FERMT2,MI:0915(physical association)
O60841,P14921,EIF5B,ETS1,MI:0915(physical association)
Q9Y265,P38935,RUVBL1,IGHMBP2,psi-mi:MI:0914(association)
O60841,Q14240,EIF5B,EIF4A2,psi-mi:MI:0914(association)
Q8IVF5,Q9H0H5,TIAM2,RACGAP1,psi-mi:MI:0914(association)
Q9C030,Q9C030,TRIM6,TRIM6,MI:0407(direct interaction)
P33176,A0A0K0K1L8,KIF5B,PSME1,MI:0403(colocalization)
O43681,Q13395,ASNA1,TARBP1,MI:0403(colocalization)
P33176,A0A024R0V3,KIF5B,KLC3,MI:0915(physical association)
Q96LD4,Q15554,TRIM47,TERF2,MI:0915(physical association)
P29474,P07900,NOS3,HSP90AA1,MI:0914(association)
P29474,P60709,NOS3,ACTB,MI:0915(physical association)
P25101,P14138,EDNRA,EDN3,psi-mi:MI:0915(physical association)
P33176,Q15796,KIF5B,SMAD2,MI:0915(physical association)
P33176,Q01850,KIF5B,CDR2,MI:0915(physical association)
L7RRS6,P07900,RAF1,HSP90AA1,-
L7RRS6,A0A024R9W5,RAF1,HUWE1,MI:0915(physical association)
Q14566,Q3B820,MCM6,FAM161A,psi-mi:MI:0915(physical association)
Q8WV28,O95831,BLNK,AIFM1,MI:0915(physical association)
P14921,Q00653,ETS1,NFKB2,MI:0915(physical association)
Q14126,Q99959,DSG2,PKP2,MI:0915(physical association)
Q14126,Q08554,DSG2,DSC1,MI:0407(direct interaction)
Q92993,P20749,KAT5,BCL3,-
L7RRS6,O14807,RAF1,MRAS,MI:0407(direct interaction)
P09619,Q07889,PDGFRB,SOS1,psi-mi:MI:0915(physical association)
L7RRS6,O75914,RAF1,PAK3,-
L7RRS6,P14784,RAF1,IL2RB,-
L7RRS6,Q53GM7,RAF1,CNKSR1,-
P27708,P27708,CAD,CAD,-
Q02818,P23381,NUCB1,WARS,MI:0403(colocalization)
Q92574,P31946,TSC1,YWHAB,-
P06737,Q8NBJ5,PYGL,COLGALT1,MI:0403(colocalization)
P0CG48,Q9UGP5,UBC,POLL,psi-mi:MI:0915(physical association)
Q92574,Q96JZ2,TSC1,HSH2D,MI:0915(physical association)
P06737,P0CG48,PYGL,UBC,MI:0915(physical association)
Q08AG9,Q02930,CYP21A2,CREB5,MI:0915(physical association)
O15327,Q92835,INPP4B,INPP5D,psi-mi:MI:0914(association)
A0N0Q1,P35372,CCR4,OPRM1,psi-mi:MI:0914(association)
P18146,Q09472,EGR1,EP300,-
P0CG48,Q04721,UBC,NOTCH2,psi-mi:MI:0915(physical association)
P18146,P35222,EGR1,CTNNB1,MI:0915(physical association)
P18146,Q13506,EGR1,NAB1,MI:0915(physical association)
P18146,Q13469,EGR1,NFATC2,psi-mi:MI:0915(physical association)
P18146,Q9Y4C1,EGR1,KDM3A,psi-mi:MI:0915(physical association)
P18146,Q14626,EGR1,IL11RA,psi-mi:MI:0915(physical association)
P18146,Q9BXJ5,EGR1,C1QTNF2,psi-mi:MI:0915(physical association)
P18146,A0A024R1C1,EGR1,PPIL2,psi-mi:MI:0915(physical association)
Q15878,Q14500,CACNA1E,KCNJ12,psi-mi:MI:0914(association)
Q15878,Q86UR5,CACNA1E,RIMS1,psi-mi:MI:0914(association)
P0CG48,P35222,UBC,CTNNB1,psi-mi:MI:0915(physical association)
P0CG48,O00329,UBC,PIK3CD,psi-mi:MI:0914(association)
P0CG48,O94782,UBC,USP1,psi-mi:MI:0915(physical association)
P0CG48,Q15366,UBC,PCBP2,psi-mi:MI:0915(physical association)
P0CG48,P21802,UBC,FGFR2,psi-mi:MI:0915(physical association)
P98170,O43236,XIAP,SEPT4,psi-mi:MI:0915(physical association)
P0CG48,A0A0K0K1L8,UBC,PSME1,psi-mi:MI:0914(association)
A0A0S2Z4U8,Q9P2K8,MLF1,EIF2AK4,MI:0915(physical association)
P62068,Q9P2K8,USP46,EIF2AK4,MI:0915(physical association)
P46777,P46777,RPL5,RPL5,-
Q8IVF2,Q9NZM1,AHNAK2,MYOF,psi-mi:MI:0914(association)
Q8WXI7,A0A024R5T9,MUC16,GCNT3,psi-mi:MI:0915(physical association)
Q5T5X7,Q8NDC4,BEND3,MORN4,MI:0915(physical association)
Q9BYT9,Q6PD62,ANO3,CTR9,MI:0915(physical association)
P48058,Q14957,GRIA4,GRIN2C,psi-mi:MI:0915(physical association)
Q9UM73,I6S2Y9,ALK,ERRFI1,MI:0915(physical association)
Q96CV9,O14974,OPTN,PPP1R12A,psi-mi:MI:0914(association)
Q15796,A0A024R274,SMAD2,SMAD4,psi-mi:MI:0914(association)
Q15796,Q92831,SMAD2,KAT2B,MI:0915(physical association)
Q15796,Q92922,SMAD2,SMARCC1,MI:0915(physical association)
Q15796,P09496,SMAD2,CLTA,MI:0915(physical association)
Q15796,Q9NPH3,SMAD2,IL1RAP,MI:0915(physical association)
Q15796,Q9Y4I1,SMAD2,MYO5A,MI:0915(physical association)
Q15796,A3QNQ0,SMAD2,TGFBR2,psi-mi:MI:0915(physical association)
Q15796,Q15796,SMAD2,SMAD2,-
Q15796,Q9Y6X2,SMAD2,PIAS3,-
P54646,Q9Y4F5,PRKAA2,CEP170B,MI:0915(physical association)
P06737,A0A024R9W5,PYGL,HUWE1,MI:0915(physical association)
Q9NYJ8,P60953,TAB2,CDC42,psi-mi:MI:0914(association)
Q13972,Q13972,RASGRF1,RASGRF1,psi-mi:MI:0915(physical association)
A0A0S2Z4U9,Q9H251,USH1C,CDH23,MI:0407(direct interaction)
P16615,Q8WXJ9,ATP2A2,ASB17,MI:0915(physical association)
Q13464,Q15796,ROCK1,SMAD2,MI:0915(physical association)
Q9BW27,Q9BW27,NUP85,NUP85,psi-mi:MI:0915(physical association)
P43365,Q9UGP5,MAGEA12,POLL,psi-mi:MI:0915(physical association)
O75533,O75940,SF3B1,SMNDC1,MI:0915(physical association)
Q01167,Q92997,FOXK2,DVL3,MI:0915(physical association)
A0A024RAJ5,A0A024RAJ5,COL4A3BP,COL4A3BP,MI:0407(direct interaction)
Q15811,P60953,ITSN1,CDC42,-
Q9P2H5,Q9P2H5,USP35,USP35,MI:0915(physical association)
A0A024R0V3,P13646,KLC3,KRT13,psi-mi:MI:0915(physical association)
A0A024QYX8,P23471,WAS,PTPRZ1,MI:0203(dephosphorylation reaction)
P49761,K7PPA8,CLK3,TP53,MI:0915(physical association)
P12035,P37198,KRT3,NUP62,MI:0915(physical association)
P49761,P52294,CLK3,KPNA1,MI:0915(physical association)
O75533,Q6P2Q9,SF3B1,PRPF8,psi-mi:MI:0915(physical association)
Q8N3U4,O43264,STAG2,ZW10,psi-mi:MI:0915(physical association)
O75533,Q08211,SF3B1,DHX9,psi-mi:MI:0915(physical association)
P49755,P35606,TMED10,COPB2,MI:0407(direct interaction)
Q8WYB5,P60953,KAT6B,CDC42,MI:0915(physical association)
Q13445,Q15051,TMED1,IQCB1,MI:0915(physical association)
Q15811,Q86TU7,ITSN1,SETD3,MI:0403(colocalization)
Q15811,Q12840,ITSN1,KIF5A,MI:0407(direct interaction)
Q15811,A0A024QYX8,ITSN1,WAS,MI:0915(physical association)
Q93038,O95429,TNFRSF25,BAG4,-
Q7Z434,Q5T447,MAVS,HECTD3,MI:0915(physical association)
A0A024R258,A0A024R258,UBQLN1,UBQLN1,-
Q9UKS7,Q9H2S9,IKZF2,IKZF4,-
Q9UKS7,Q9UKS7,IKZF2,IKZF2,-
P54257,O60229,HAP1,KALRN,MI:0915(physical association)
O43264,P35606,ZW10,COPB2,MI:0915(physical association)
P22102,P23381,GART,WARS,MI:0403(colocalization)
P22102,Q9NSD9,GART,FARSB,MI:0403(colocalization)
P22102,O15067,GART,PFAS,MI:0403(colocalization)
O14497,Q8WUZ0,ARID1A,BCL7C,MI:0403(colocalization)
P54296,Q8WZ42,MYOM2,TTN,-
P46940,O43293,IQGAP1,DAPK3,MI:0915(physical association)
P27708,Q99759,CAD,MAP3K3,MI:0915(physical association)
Q99726,Q99726,SLC30A3,SLC30A3,MI:0915(physical association)
Q8TEX9,O14827,IPO4,RASGRF2,psi-mi:MI:0915(physical association)
Q13064,Q15637,MKRN3,SF1,MI:0407(direct interaction)
Q13064,O43521,MKRN3,BCL2L11,MI:0915(physical association)
Q13105,Q9Y6K1,ZBTB17,DNMT3A,-
Q14678,P35222,KANK1,CTNNB1,psi-mi:MI:0915(physical association)
A0A024RDW8,Q8IYK4,COL4A2,COLGALT2,MI:0915(physical association)
Q04721,P78504,NOTCH2,JAG1,-
Q04721,Q8IZL2,NOTCH2,MAML2,-
Q13105,A4D1L5,ZBTB17,UBE2H,MI:0915(physical association)
O60229,O00555,KALRN,CACNA1A,MI:0915(physical association)
O60229,Q5VST9,KALRN,OBSCN,psi-mi:MI:0914(association)
O60229,Q12802,KALRN,AKAP13,psi-mi:MI:0914(association)
O60229,Q9NR80,KALRN,ARHGEF4,psi-mi:MI:0914(association)
P46940,Q99759,IQGAP1,MAP3K3,MI:0915(physical association)
Q96F07,A0A024R274,CYFIP2,SMAD4,MI:0915(physical association)
Q7Z434,Q13568,MAVS,IRF5,MI:0915(physical association)
P61006,Q9Y4I1,RAB8A,MYO5A,psi-mi:MI:0914(association)
P38570,P26010,ITGAE,ITGB7,-
P25940,Q02388,COL5A3,COL7A1,psi-mi:MI:0914(association)
P0CG48,P61964,UBC,WDR5,MI:0915(physical association)
Q96CF2,Q96CF2,CHMP4C,CHMP4C,-
P0CG48,P62191,UBC,PSMC1,MI:0915(physical association)
Q9Y2M0,Q9Y2M0,FAN1,FAN1,MI:0915(physical association)
Q9UQK1,Q17RB8,PPP1R3C,LONRF1,MI:0915(physical association)
Q15878,Q99712,CACNA1E,KCNJ15,psi-mi:MI:0914(association)
Q96CF2,P40818,CHMP4C,USP8,MI:0407(direct interaction)
Q9NZM1,Q09666,MYOF,AHNAK,psi-mi:MI:0914(association)
P25940,Q01955,COL5A3,COL4A3,psi-mi:MI:0914(association)
P25940,P25067,COL5A3,COL8A2,psi-mi:MI:0914(association)
P36551,P36551,CPOX,CPOX,psi-mi:MI:0915(physical association)
Q9H944,F1D8Q5,MED20,RXRA,psi-mi:MI:0915(physical association)
Q96CF2,Q86XT2,CHMP4C,VPS37D,psi-mi:MI:0915(physical association)
Q969Q1,A0A024R2T0,TRIM63,USP4,MI:0407(direct interaction)
P04629,P04629,NTRK1,NTRK1,-
A0A024R274,Q9BXP8,SMAD4,PAPPA2,-
Q14240,Q14240,EIF4A2,EIF4A2,MI:0407(direct interaction)
P04629,A0A024R9W5,NTRK1,HUWE1,MI:0915(physical association)
P04629,Q92997,NTRK1,DVL3,MI:0915(physical association)
P04629,Q13332,NTRK1,PTPRS,MI:0915(physical association)
P04629,P20936,NTRK1,RASA1,MI:0915(physical association)
P04629,O15042,NTRK1,U2SURP,MI:0915(physical association)
P04629,Q01082,NTRK1,SPTBN1,MI:0915(physical association)
P04629,A7E2V4,NTRK1,ZSWIM8,MI:0915(physical association)
Q9H5Z6,Q8IZP0,FAM124B,ABI1,MI:0915(physical association)
P04629,O15371,NTRK1,EIF3D,MI:0915(physical association)
P04629,A8K2M0,NTRK1,PSMC4,MI:0915(physical association)
P04629,P40818,NTRK1,USP8,MI:0915(physical association)
P30926,P30926,CHRNB4,CHRNB4,psi-mi:MI:0915(physical association)
P98170,Q17RB8,XIAP,LONRF1,MI:0407(direct interaction)
P04629,A0A024R4Z9,NTRK1,SBF1,MI:0915(physical association)
P04629,A0A024R3P9,NTRK1,ACBD3,MI:0915(physical association)
P04629,P35249,NTRK1,RFC4,MI:0915(physical association)
L7RT34,O95450,PIK3R5,ADAMTS2,MI:0915(physical association)
P04629,O75153,NTRK1,CLUH,MI:0915(physical association)
P04629,Q92552,NTRK1,MRPS27,MI:0915(physical association)
P04629,P07942,NTRK1,LAMB1,MI:0915(physical association)
P04629,P21281,NTRK1,ATP6V1B2,MI:0915(physical association)
P68402,A0A024R0L6,PAFAH1B2,PAFAH1B3,MI:0915(physical association)
P04114,Q5SW96,APOB,LDLRAP1,psi-mi:MI:0914(association)
A4D0P7,Q14566,ORC5,MCM6,psi-mi:MI:0915(physical association)
P04114,Q9NY15,APOB,STAB1,psi-mi:MI:0915(physical association)
