uidA,uidB,aliasA,aliasB,interactionType
Q8NEZ4,A0A024RD15,KMT2C,MAPK14,MI:0915(physical association)
Q9BXS9,Q14254,SLC26A6,FLOT2,MI:0915(physical association)
Q9P209,P15924,CEP72,DSP,MI:0915(physical association)
Q6IBR2,Q969U7,FARSA,PSMG2,MI:0403(colocalization)
Q9BXF9,O76011,TEKT3,KRT34,MI:0915(physical association)
Q9BXF9,Q63HR2,TEKT3,TNS2,MI:0915(physical association)
Q13535,P33991,ATR,MCM4,psi-mi:MI:0915(physical association)
Q05707,Q99542,COL14A1,MMP19,psi-mi:MI:0914(association)
Q13535,P25205,ATR,MCM3,psi-mi:MI:0915(physical association)
Q13535,Q9UJA3,ATR,MCM8,psi-mi:MI:0915(physical association)
A0A024RDW8,P25391,COL4A2,LAMA1,psi-mi:MI:0915(physical association)
A0A024RDW8,Q32P28,COL4A2,P3H1,psi-mi:MI:0915(physical association)
A0A024RDW8,P55268,COL4A2,LAMB2,psi-mi:MI:0915(physical association)
A0A024RDW8,P13591,COL4A2,NCAM1,psi-mi:MI:0915(physical association)
P32019,O15068,INPP5B,MCF2L,psi-mi:MI:0914(association)
P32019,O14827,INPP5B,RASGRF2,psi-mi:MI:0914(association)
Q13535,Q9NVI1,ATR,FANCI,psi-mi:MI:0915(physical association)
P00488,P00750,F13A1,PLAT,psi-mi:MI:0914(association)
O15197,P22681,EPHB6,CBL,-
O15197,P78424,EPHB6,POU6F2,MI:0915(physical association)
A0A087X1U6,O14827,EPPK1,RASGRF2,MI:0915(physical association)
Q96NN9,P30419,AIFM3,NMT1,MI:0915(physical association)
Q8IWZ5,Q06455,TRIM42,RUNX1T1,MI:0407(direct interaction)
Q8IWZ5,Q5VWN6,TRIM42,FAM208B,MI:0407(direct interaction)
A0A0S2Z5L0,Q9UNS1,GINS3,TIMELESS,MI:0915(physical association)
Q9HCS7,H3BNM8,XAB2,USB1,MI:0915(physical association)
Q15750,Q68D86,TAB1,CCDC102B,MI:0915(physical association)
Q9UBS0,Q0VDF9,RPS6KB2,HSPA14,MI:0915(physical association)
Q9UBS0,P13010,RPS6KB2,XRCC5,MI:0915(physical association)
D9ZGG2,Q7Z2K8,VTN,GPRIN1,MI:0915(physical association)
P28749,A0A024R0I0,RBL1,DYRK1B,MI:0915(physical association)
Q9HCS7,Q13216,XAB2,ERCC8,MI:0915(physical association)
A0A024R1Y5,Q14671,DHX58,PUM1,psi-mi:MI:0914(association)
P02461,A6NMZ7,COL3A1,COL6A6,psi-mi:MI:0914(association)
Q16394,Q96GW7,EXT1,BCAN,psi-mi:MI:0914(association)
Q16394,P52848,EXT1,NDST1,psi-mi:MI:0914(association)
A0A024RAT5,Q9Y2P5,SLCO1A2,SLC27A5,psi-mi:MI:0914(association)
Q9BYV8,Q86SQ7,CEP41,SDCCAG8,psi-mi:MI:0915(physical association)
O43679,A0A0S2Z5S4,LDB2,LHX4,MI:0407(direct interaction)
O43679,Q96NA2,LDB2,RILP,MI:0407(direct interaction)
A0A024RAT5,O15438,SLCO1A2,ABCC3,psi-mi:MI:0914(association)
D9ZGG2,Q9H2D6,VTN,TRIOBP,MI:0915(physical association)
Q9BYV8,Q9NRH3,CEP41,TUBG2,psi-mi:MI:0915(physical association)
Q6P158,Q2I0M5,DHX57,RSPO4,MI:0915(physical association)
Q9Y5X3,O43504,SNX5,LAMTOR5,MI:0915(physical association)
Q14194,Q9NVP1,CRMP1,DDX18,-
Q9HCS7,Q5VU97,XAB2,CACHD1,MI:0915(physical association)
Q9UBS0,Q13057,RPS6KB2,COASY,MI:0915(physical association)
Q15750,P05386,TAB1,RPLP1,MI:0407(direct interaction)
D9ZGG2,Q99575,VTN,POP1,MI:0915(physical association)
P02461,P13591,COL3A1,NCAM1,psi-mi:MI:0915(physical association)
Q14194,Q14194,CRMP1,CRMP1,MI:0915(physical association)
Q96L93,P60520,KIF16B,GABARAPL2,MI:0915(physical association)
Q9NR21,Q96ED9,PARP11,HOOK2,MI:0915(physical association)
P28749,Q92994,RBL1,BRF1,-
P28749,P28749,RBL1,RBL1,-
P21860,P21860,ERBB3,ERBB3,-
P21860,A0A024R7M7,ERBB3,JAK3,MI:0407(direct interaction)
P21860,Q68CZ2,ERBB3,TNS3,MI:0407(direct interaction)
P21860,P29350,ERBB3,PTPN6,MI:0407(direct interaction)
Q9HCS7,O15514,XAB2,POLR2D,psi-mi:MI:0915(physical association)
A0A140VJG2,Q7L590,CEP70,MCM10,MI:0915(physical association)
P21860,Q9UKW4,ERBB3,VAV3,MI:0407(direct interaction)
A0A140VJG2,O15265,CEP70,ATXN7,MI:0915(physical association)
A0A140VJG2,Q6P1J9,CEP70,CDC73,MI:0915(physical association)
A0A140VJG2,Q8N3L3,CEP70,TXLNB,MI:0915(physical association)
A0A140VJG2,A0A0C4DGV4,CEP70,LAMTOR5,MI:0915(physical association)
P17301,P35968,ITGA2,KDR,MI:0915(physical association)
A0A140VJG2,Q9H7X3,CEP70,ZNF696,MI:0915(physical association)
Q9P209,Q2M1P5,CEP72,KIF7,MI:0915(physical association)
P21860,O14944,ERBB3,EREG,psi-mi:MI:0915(physical association)
Q2TAC2,Q3B820,CCDC57,FAM161A,MI:0915(physical association)
Q2TAC2,Q8NCR6,CCDC57,C9orf24,MI:0915(physical association)
Q2TAC2,Q9NRE2,CCDC57,TSHZ2,MI:0915(physical association)
P02461,Q99542,COL3A1,MMP19,psi-mi:MI:0914(association)
Q86XI2,P42695,NCAPG2,NCAPD3,MI:0403(colocalization)
Q53EL6,Q53EL6,PDCD4,PDCD4,-
D9IAI1,Q06830,PEBP1,PRDX1,MI:0403(colocalization)
O14802,O15160,POLR3A,POLR1C,MI:0403(colocalization)
P68133,P05161,ACTA1,ISG15,psi-mi:MI:0915(physical association)
D9IAI1,A0A0K0K1K7,PEBP1,PGLS,MI:0403(colocalization)
Q9P2B7,A0A0S2Z3H3,CFAP97,SLC25A4,MI:0915(physical association)
Q9P2B7,Q5T5X7,CFAP97,BEND3,MI:0915(physical association)
Q8N3F8,Q9NQT8,MICALL1,KIF13B,MI:0915(physical association)
Q9BWH6,A0A024R739,RPAP1,POT1,psi-mi:MI:0915(physical association)
A0A024R688,A0A024R8Y2,MNAT1,POU2F1,-
A0A024R688,Q7L5N1,MNAT1,COPS6,-
Q9Y2K6,Q96JN8,USP20,NEURL4,MI:0915(physical association)
P10515,P11177,DLAT,PDHB,MI:0915(physical association)
Q6ZN55,A0A0S2Z5S4,ZNF574,LHX4,MI:0915(physical association)
Q9BQ13,Q9BQ13,KCTD14,KCTD14,MI:0407(direct interaction)
A0A024R688,Q5UIP0,MNAT1,RIF1,MI:0915(physical association)
Q6ZMY9,P23142,ZNF517,FBLN1,MI:0915(physical association)
Q6A162,Q9HC98,KRT40,NEK6,MI:0915(physical association)
Q92882,Q9BV57,OSTF1,ADI1,MI:0915(physical association)
P10515,Q15119,DLAT,PDK2,MI:0407(direct interaction)
Q9UKS6,Q13444,PACSIN3,ADAM15,-
P09382,Q99623,LGALS1,PHB2,MI:0403(colocalization)
Q9BWH6,O15160,RPAP1,POLR1C,MI:0915(physical association)
Q92917,Q2TAC2,GPKOW,CCDC57,MI:0915(physical association)
Q5SXM8,Q16627,DNLZ,CCL14,MI:0915(physical association)
A0A024R688,A0A024RD87,MNAT1,RNF32,MI:0915(physical association)
Q92917,O60231,GPKOW,DHX16,MI:0915(physical association)
P0C2W1,P55107,FBXO45,GDF10,MI:0915(physical association)
Q9UKS6,A0A024R7F7,PACSIN3,TNPO2,MI:0915(physical association)
Q9Y2K6,O15049,USP20,N4BP3,MI:0915(physical association)
A0A0S2Z3W3,A0A0S2Z3W3,HEXA,HEXA,MI:0407(direct interaction)
Q5VST9,A0A024RDV4,OBSCN,STARD13,psi-mi:MI:0914(association)
O43464,Q9P0J0,HTRA2,NDUFA13,MI:0915(physical association)
A0A024R688,Q00403,MNAT1,GTF2B,psi-mi:MI:0915(physical association)
A0A024R688,Q9NYV6,MNAT1,RRN3,psi-mi:MI:0915(physical association)
O00339,O00339,MATN2,MATN2,-
Q96CV9,P84996,OPTN,GNAS,MI:0915(physical association)
Q96CV9,O75604,OPTN,USP2,MI:0915(physical association)
Q8WXA8,Q8TEQ8,HTR3C,PIGO,MI:0915(physical association)
Q96CV9,P60520,OPTN,GABARAPL2,psi-mi:MI:0914(association)
Q9Y3C7,Q15528,MED31,MED22,psi-mi:MI:0915(physical association)
Q9NXS2,Q96CT2,QPCTL,KLHL29,MI:0915(physical association)
Q969S3,Q8TDN6,ZNF622,BRIX1,MI:0915(physical association)
Q96CV9,Q9BV73,OPTN,CEP250,psi-mi:MI:0914(association)
Q0VG06,Q9H9A7,FAAP100,RMI1,MI:0915(physical association)
Q96S06,O60512,LMF1,B4GALT3,MI:0915(physical association)
Q96PB7,Q9UNE7,OLFM3,STUB1,MI:0915(physical association)
Q9BZH6,P25789,WDR11,PSMA4,MI:0403(colocalization)
Q8TDM6,Q66GS9,DLG5,CEP135,MI:0915(physical association)
Q8TDM6,Q96ST8,DLG5,CEP89,MI:0915(physical association)
Q9NXS2,Q9GZS1,QPCTL,POLR1E,MI:0915(physical association)
A1A4E9,O95363,KRT13,FARS2,MI:0915(physical association)
Q969S3,Q68D86,ZNF622,CCDC102B,MI:0915(physical association)
Q86W33,A0A024R3T3,TPRA1,TMEM63A,MI:0915(physical association)
A0A087WZ40,A0A140VJS0,MAP7,PPP2CB,MI:0915(physical association)
O15056,O15056,SYNJ2,SYNJ2,-
Q9UBF6,Q9Y574,RNF7,ASB4,MI:0915(physical association)
Q16526,Q13191,CRY1,CBLB,MI:0915(physical association)
O60271,Q12955,SPAG9,ANK3,MI:0915(physical association)
O95864,A0A024QZB8,FADS2,CLN3,MI:0915(physical association)
B0ZBE2,P18089,AGT,ADRA2B,psi-mi:MI:0915(physical association)
A0A024R957,Q16531,TOR1AIP2,DDB1,MI:0915(physical association)
Q0VG06,Q9NVI1,FAAP100,FANCI,psi-mi:MI:0915(physical association)
Q9NRZ5,Q14693,AGPAT4,LPIN1,psi-mi:MI:0914(association)
O75438,P24539,NDUFB1,ATP5F1,psi-mi:MI:0914(association)
Q8NCE2,Q13625,MTMR14,TP53BP2,psi-mi:MI:0915(physical association)
B4DR88,Q96RS6,DHX40,NUDCD1,MI:0915(physical association)
Q6A162,Q9H0A9,KRT40,SPATC1L,MI:0915(physical association)
Q6A162,Q8TAE8,KRT40,GADD45GIP1,MI:0915(physical association)
P26374,A0A024R4A4,CHML,RAB17,MI:0915(physical association)
D9ZGG2,Q9Y6C2,VTN,EMILIN1,psi-mi:MI:0915(physical association)
D9ZGG2,P10643,VTN,C7,psi-mi:MI:0915(physical association)
Q8TBB1,D0IN09,LNX1,STAC2,MI:0407(direct interaction)
O95072,Q9UJ98,REC8,STAG3,psi-mi:MI:0915(physical association)
P21860,Q71UM5,ERBB3,RPS27L,MI:0915(physical association)
Q8N335,O14498,GPD1L,ISLR,MI:0915(physical association)
Q6EMB2,Q66GS9,TTLL5,CEP135,MI:0915(physical association)
D9ZGG2,P12109,VTN,COL6A1,psi-mi:MI:0915(physical association)
Q9NP58,Q9UHP7,ABCB6,CLEC2D,MI:0915(physical association)
D9ZGG2,P35556,VTN,FBN2,psi-mi:MI:0915(physical association)
Q14D04,D3DPA4,VEPH1,ACVR1,-
P04114,P55157,APOB,MTTP,psi-mi:MI:0914(association)
O94986,Q99996,CEP152,AKAP9,psi-mi:MI:0915(physical association)
Q99497,Q8WXI9,PARK7,GATAD2B,MI:0915(physical association)
P04114,A0A0S2Z3F6,APOB,CETP,psi-mi:MI:0915(physical association)
P04114,Q5KU26,APOB,COLEC12,psi-mi:MI:0915(physical association)
P04114,P11150,APOB,LIPC,psi-mi:MI:0914(association)
O94986,Q15154,CEP152,PCM1,psi-mi:MI:0915(physical association)
O94986,Q86XR8,CEP152,CEP57,psi-mi:MI:0915(physical association)
O94986,Q9Y2I6,CEP152,NINL,psi-mi:MI:0915(physical association)
O94986,O75935,CEP152,DCTN3,psi-mi:MI:0915(physical association)
P32926,P55211,DSG3,CASP9,psi-mi:MI:0914(association)
O94986,P07900,CEP152,HSP90AA1,psi-mi:MI:0915(physical association)
Q8TBB1,O94827,LNX1,PLEKHG5,MI:0407(direct interaction)
Q93079,E9PJK1,HIST1H2BH,CD81,MI:0915(physical association)
Q9UKM7,P49257,MAN1B1,LMAN1,psi-mi:MI:0914(association)
Q93079,P05362,HIST1H2BH,ICAM1,MI:0915(physical association)
D9ZGG2,P07358,VTN,C8B,psi-mi:MI:0915(physical association)
Q6EMB2,A0A024RCX5,TTLL5,CDKN1A,-
O14579,A0A140VK12,COPE,COPG2,-
P21860,D9YZU5,ERBB3,HBB,MI:0915(physical association)
Q15750,Q12982,TAB1,BNIP2,psi-mi:MI:0914(association)
Q8WXA8,A0PJW6,HTR3C,TMEM223,MI:0915(physical association)
Q9HAT8,Q9NQ48,PELI2,LZTFL1,MI:0915(physical association)
Q8TBB1,Q96B26,LNX1,EXOSC8,MI:0915(physical association)
Q9HAT8,Q12891,PELI2,HYAL2,MI:0915(physical association)
Q9UNK9,A0A024R5J4,ANGEL1,SSH3,MI:0915(physical association)
Q8IY18,Q92878,SMC5,RAD50,MI:0403(colocalization)
P21860,P82650,ERBB3,MRPS22,MI:0915(physical association)
P07919,P48047,UQCRH,ATP5O,psi-mi:MI:0914(association)
P07919,P56556,UQCRH,NDUFA6,psi-mi:MI:0914(association)
Q9NP56,O43306,PDE7B,ADCY6,psi-mi:MI:0914(association)
Q9NP58,Q9NP58,ABCB6,ABCB6,psi-mi:MI:0915(physical association)
E5KR06,Q13526,DMPK,PIN1,MI:0407(direct interaction)
Q5M775,Q9NQX4,SPECC1,MYO5C,MI:0915(physical association)
Q96ED9,O15371,HOOK2,EIF3D,MI:0915(physical association)
O43187,Q9Y616,IRAK2,IRAK3,-
Q8N201,Q8N6M8,INTS1,IQCF1,MI:0915(physical association)
P23229,Q13443,ITGA6,ADAM9,-
Q14749,Q70Z35,GNMT,PREX2,MI:0915(physical association)
B2CQT6,B0YJ81,SLC15A1,HACD1,MI:0915(physical association)
B2CQT6,B4DKK1,SLC15A1,UBXN8,MI:0915(physical association)
Q9BV57,Q9UKG1,ADI1,APPL1,MI:0915(physical association)
B2CQT6,Q8WUD6,SLC15A1,CHPT1,MI:0915(physical association)
P61129,Q9H765,ZC3H6,ASB8,MI:0915(physical association)
A0A0S2Z5P3,Q14D33,PSTPIP1,RTP5,MI:0407(direct interaction)
P17405,P55055,SMPD1,NR1H2,MI:0915(physical association)
Q68DQ2,A0A0S2Z4A4,CRYBG3,MLF1,MI:0915(physical association)
A0A024R3C7,A0A0S2Z4H1,ATM,PEX5,MI:0915(physical association)
O15287,Q9NS87,FANCG,KIF15,MI:0915(physical association)
Q6N022,Q9H7X3,TENM4,ZNF696,MI:0915(physical association)
O94915,Q9NRI5,FRYL,DISC1,MI:0407(direct interaction)
Q6P1Q0,Q9Y4A0,LETMD1,JRKL,MI:0915(physical association)
P49916,Q96A08,LIG3,HIST1H2BA,MI:0915(physical association)
Q99973,Q14764,TEP1,MVP,MI:0403(colocalization)
P22234,Q9UNE7,PAICS,STUB1,MI:0403(colocalization)
Q6P2C8,Q15528,MED27,MED22,-
Q9BTE3,P25205,MCMBP,MCM3,MI:0915(physical association)
P22234,A0A024R3V7,PAICS,NIF3L1,MI:0407(direct interaction)
A0A0S2Z5P3,Q9Y5K6,PSTPIP1,CD2AP,-
A8K1K8,Q9HAV7,TIMM21,GRPEL1,psi-mi:MI:0915(physical association)
Q9P209,A0A024R9P0,CEP72,HAUS2,psi-mi:MI:0915(physical association)
O43187,Q8IUC6,IRAK2,TICAM1,psi-mi:MI:0914(association)
A0A024R3C7,Q9NY61,ATM,AATF,MI:0217(phosphorylation reaction)
A8K1K8,O43615,TIMM21,TIMM44,psi-mi:MI:0915(physical association)
A8K1K8,O75439,TIMM21,PMPCB,psi-mi:MI:0915(physical association)
Q99814,Q9P086,EPAS1,MED11,MI:0915(physical association)
A0A0S2Z5P3,P0CG20,PSTPIP1,PRR35,MI:0915(physical association)
P41146,A5JUU3,OPRL1,P2RY14,psi-mi:MI:0914(association)
P41146,Q8TDU9,OPRL1,RXFP4,psi-mi:MI:0914(association)
P49747,P02452,COMP,COL1A1,psi-mi:MI:0915(physical association)
A0A024R3C7,P40692,ATM,MLH1,psi-mi:MI:0915(physical association)
P41146,P35372,OPRL1,OPRM1,psi-mi:MI:0914(association)
A0A024R3C7,O96017,ATM,CHEK2,psi-mi:MI:0915(physical association)
Q86YC2,P68431,PALB2,HIST1H3A,MI:0915(physical association)
A0A140VK37,P35968,ACP1,KDR,-
Q9P1Y6,P13010,PHRF1,XRCC5,MI:0915(physical association)
Q9P1Y6,Q96P20,PHRF1,NLRP3,MI:0915(physical association)
Q9ULH0,Q13643,KIDINS220,FHL3,MI:0915(physical association)
Q9ULH0,O76011,KIDINS220,KRT34,MI:0915(physical association)
A0A024RB49,Q9NW13,TARBP2,RBM28,MI:0915(physical association)
Q86YC2,O75604,PALB2,USP2,MI:0407(direct interaction)
A0A024R276,O76096,CTSL,CST7,MI:0915(physical association)
Q9ULH0,A0A087WVR4,KIDINS220,MYC,MI:0407(direct interaction)
Q9NX63,Q08379,CHCHD3,GOLGA2,MI:0407(direct interaction)
Q9NX63,Q96KN7,CHCHD3,RPGRIP1,MI:0407(direct interaction)
Q9NX63,P00533,CHCHD3,EGFR,MI:0915(physical association)
Q9ULH0,Q99675,KIDINS220,CGRRF1,MI:0915(physical association)
P49354,Q6PI48,FNTA,DARS2,MI:0403(colocalization)
Q9ULH0,Q9H6B4,KIDINS220,CLMP,MI:0915(physical association)
Q14573,Q9UHB6,ITPR3,LIMA1,MI:0915(physical association)
F6KD01,Q9H0M0,PTEN,WWP1,MI:0915(physical association)
A0A024R276,A0A024R9F5,CTSL,GEM,MI:0407(direct interaction)
A8MVW5,A0A024R157,HEPACAM2,UGCG,MI:0915(physical association)
Q9H2Y7,P12757,ZNF106,SKIL,-
Q01718,P42127,MC2R,ASIP,-
Q9ULH0,Q15139,KIDINS220,PRKD1,-
Q9NRW4,P01112,DUSP22,HRAS,MI:0915(physical association)
Q13098,Q7L5N1,GPS1,COPS6,MI:0915(physical association)
D3DPA4,A0A024R4J6,ACVR1,FBXO44,-
Q68D86,Q8N5R6,CCDC102B,CCDC33,psi-mi:MI:0915(physical association)
P60022,Q8IYS1,DEFB1,PM20D2,MI:0915(physical association)
A0A024R692,D3DPA4,RHOJ,ACVR1,-
P60022,O75439,DEFB1,PMPCB,MI:0915(physical association)
P16581,B3KXA2,SELE,VCL,-
Q9HAW0,Q5JVF3,BRF2,PCID2,MI:0915(physical association)
Q9HAW0,P11177,BRF2,PDHB,MI:0915(physical association)
O15553,O15553,MEFV,MEFV,MI:0915(physical association)
A0A024R276,P03973,CTSL,SLPI,-
A0A024R6N9,A0A024QZM9,SERPINA5,PLAU,psi-mi:MI:0914(association)
Q96B26,Q14511,EXOSC8,NEDD9,MI:0915(physical association)
Q01718,Q5UE93,MC2R,PIK3R6,psi-mi:MI:0914(association)
P24530,Q00722,EDNRB,PLCB2,psi-mi:MI:0914(association)
P24530,P34981,EDNRB,TRHR,psi-mi:MI:0914(association)
P24530,P28223,EDNRB,HTR2A,psi-mi:MI:0914(association)
P00352,P35228,ALDH1A1,NOS2,MI:0915(physical association)
A0A024R276,P39880,CTSL,CUX1,-
A0A024R276,P00749,CTSL,PLAU,-
Q15633,Q15633,TARBP2,TARBP2,-
Q13526,O95182,PIN1,NDUFA7,MI:0403(colocalization)
Q13526,O43143,PIN1,DHX15,MI:0407(direct interaction)
Q13526,A0A024R2F2,PIN1,VHL,MI:0915(physical association)
Q9BSI4,F1T0B6,TINF2,AIPL1,psi-mi:MI:0915(physical association)
Q9BSI4,Q14247,TINF2,CTTN,psi-mi:MI:0915(physical association)
Q13526,P13942,PIN1,COL11A2,MI:0407(direct interaction)
Q7Z3Y8,Q01546,KRT27,KRT76,MI:0915(physical association)
P00352,A8MTK3,ALDH1A1,POT1,MI:0407(direct interaction)
Q13526,P14618,PIN1,PKM,MI:0915(physical association)
Q13526,O76011,PIN1,KRT34,MI:0915(physical association)
Q13526,O43281,PIN1,EFS,MI:0915(physical association)
Q13526,Q9NR12,PIN1,PDLIM7,MI:0915(physical association)
A0A024R6N9,P12259,SERPINA5,F5,psi-mi:MI:0914(association)
Q13526,Q63HR2,PIN1,TNS2,MI:0915(physical association)
Q13526,P85298,PIN1,ARHGAP8,psi-mi:MI:0914(association)
Q9UN19,O94868,DAPP1,FCHSD2,MI:0407(direct interaction)
Q13526,Q6UY14,PIN1,ADAMTSL4,psi-mi:MI:0915(physical association)
Q9Y4R8,P35606,TELO2,COPB2,MI:0403(colocalization)
Q07890,Q9UKS6,SOS2,PACSIN3,-
Q13526,A0A0S2Z547,PIN1,ARHGEF15,psi-mi:MI:0915(physical association)
A0A024R9F5,A0A024R0V3,GEM,KLC3,MI:0407(direct interaction)
O95182,Q8WXI9,NDUFA7,GATAD2B,MI:0403(colocalization)
Q5T5P2,Q38SD2,KIAA1217,LRRK1,MI:0407(direct interaction)
A0A024RAR1,P48553,BCL2L14,TRAPPC10,MI:0915(physical association)
Q6IBR2,Q6IBR2,FARSA,FARSA,psi-mi:MI:0915(physical association)
Q99814,Q9NRR4,EPAS1,DROSHA,MI:0915(physical association)
Q2KHM9,O14640,KIAA0753,DVL1,MI:0915(physical association)
Q6IBR2,Q9Y574,FARSA,ASB4,MI:0915(physical association)
Q2KHM9,Q9H6D7,KIAA0753,HAUS4,MI:0915(physical association)
Q96P20,O14893,NLRP3,GEMIN2,MI:0915(physical association)
Q96P20,O60287,NLRP3,URB1,MI:0915(physical association)
Q8N8N7,O95619,PTGR2,YEATS4,MI:0915(physical association)
Q7Z3Y8,Q14CN4,KRT27,KRT72,MI:0915(physical association)
Q96J02,A0A024R4C3,ITCH,TP73,MI:0407(direct interaction)
P07919,P31930,UQCRH,UQCRC1,psi-mi:MI:0915(physical association)
Q96NN9,P14324,AIFM3,FDPS,MI:0403(colocalization)
Q7Z3Y8,A0A024R7H3,KRT27,USHBP1,MI:0915(physical association)
Q9UJW2,P02462,TINAG,COL4A1,MI:0915(physical association)
Q7Z3Y8,Q9UGP5,KRT27,POLL,MI:0915(physical association)
A5JUU3,P51681,P2RY14,CCR5,psi-mi:MI:0914(association)
Q7Z3Y8,Q13227,KRT27,GPS2,MI:0915(physical association)
Q6XYQ8,Q6XYQ8,SYT10,SYT10,MI:0915(physical association)
Q7Z3Y8,A5D8V7,KRT27,CCDC151,MI:0915(physical association)
P60022,P54257,DEFB1,HAP1,-
Q9Y4R8,A0A024R3C7,TELO2,ATM,MI:0915(physical association)
Q969X1,Q9Y5M8,TMBIM1,SRPRB,MI:0403(colocalization)
O95182,O60493,NDUFA7,SNX3,MI:0403(colocalization)
Q96J02,Q9ULV8,ITCH,CBLC,MI:0915(physical association)
Q6PGQ7,Q86XR8,BORA,CEP57,psi-mi:MI:0915(physical association)
Q8IUC8,Q6W4X9,GALNT13,MUC6,psi-mi:MI:0915(physical association)
Q6PGQ7,A0A024R9P0,BORA,HAUS2,psi-mi:MI:0915(physical association)
Q6PGQ7,Q7Z7A1,BORA,CNTRL,psi-mi:MI:0915(physical association)
Q6PGQ7,A8K8P3,BORA,SFI1,psi-mi:MI:0915(physical association)
Q3ZTS7,P00533,ANKRD13A,EGFR,MI:0915(physical association)
Q8WXH2,P84022,JPH3,SMAD3,-
Q8IUC8,Q9H3R2,GALNT13,MUC13,psi-mi:MI:0915(physical association)
Q9P2L0,Q7Z4L5,WDR35,TTC21B,MI:0915(physical association)
P17405,P55210,SMPD1,CASP7,MI:0403(colocalization)
P17301,P07942,ITGA2,LAMB1,psi-mi:MI:0915(physical association)
Q3ZTS7,A0A140VKA9,ANKRD13A,QDPR,MI:0407(direct interaction)
Q6ZWI9,Q9GZT9,RFPL4B,EGLN1,MI:0915(physical association)
P49910,Q6A162,ZNF165,KRT40,MI:0407(direct interaction)
P17301,P98160,ITGA2,HSPG2,psi-mi:MI:0915(physical association)
P17301,Q16787,ITGA2,LAMA3,psi-mi:MI:0915(physical association)
A0A024R9F5,P01023,GEM,A2M,MI:0915(physical association)
P01160,A0A140VJE6,NPPA,NPR1,psi-mi:MI:0914(association)
O15056,A0A024R720,SYNJ2,PIK3CG,psi-mi:MI:0914(association)
O00159,Q9Y496,MYO1C,KIF3A,psi-mi:MI:0914(association)
O15056,O75747,SYNJ2,PIK3C2G,psi-mi:MI:0914(association)
O00159,Q9Y2A7,MYO1C,NCKAP1,psi-mi:MI:0915(physical association)
Q2KHM9,Q3B820,KIAA0753,FAM161A,MI:0915(physical association)
A0A024R9F5,Q96PF1,GEM,TGM7,MI:0915(physical association)
A0A024R9F5,Q86U28,GEM,ISCA2,MI:0915(physical association)
Q2KHM9,A0A024RB79,KIAA0753,SUOX,MI:0915(physical association)
A0A024R4U0,O43314,ARFGAP3,PPIP5K2,MI:0915(physical association)
Q96P20,P07900,NLRP3,HSP90AA1,psi-mi:MI:0915(physical association)
P00749,P14543,PLAU,NID1,-
P00749,P98164,PLAU,LRP2,-
Q9Y4R8,P07900,TELO2,HSP90AA1,psi-mi:MI:0914(association)
O15056,Q5UE93,SYNJ2,PIK3R6,psi-mi:MI:0914(association)
P38398,Q06609,BRCA1,RAD51,-
P38398,A0A024R3C7,BRCA1,ATM,-
Q9BSI4,Q92878,TINF2,RAD50,psi-mi:MI:0914(association)
P38398,D0IN09,BRCA1,STAC2,MI:0407(direct interaction)
P38398,A0A024R416,BRCA1,USP37,MI:0915(physical association)
P38398,P35269,BRCA1,GTF2F1,MI:0914(association)
P38398,Q9BX63,BRCA1,BRIP1,MI:0914(association)
P38398,Q9BWT6,BRCA1,MND1,psi-mi:MI:0914(association)
P38398,A0A024R739,BRCA1,POT1,psi-mi:MI:0914(association)
Q15555,Q9GZT8,MAPRE2,NIF3L1,-
B4DFJ1,A0A024R869,TINF2,GOLGA1,MI:0915(physical association)
B4DFJ1,A0A0S2Z5C3,TINF2,PAK1IP1,MI:0407(direct interaction)
P51587,P38398,BRCA2,BRCA1,-
A5JUU3,Q14330,P2RY14,GPR18,psi-mi:MI:0914(association)
P51587,P21333,BRCA2,FLNA,-
Q9BZF9,Q9NYQ7,UACA,CELSR3,-
Q9NY28,Q02505,GALNT8,MUC3A,psi-mi:MI:0915(physical association)
Q99698,Q8N137,LYST,CNTROB,-
A0A140VJG2,Q8TAE8,CEP70,GADD45GIP1,MI:0915(physical association)
A0A140VJG2,Q9NQZ2,CEP70,UTP3,MI:0915(physical association)
A0A024R276,I4EC15,CTSL,HLA-DPB1,psi-mi:MI:0915(physical association)
A0A1U9X7W7,Q13233,HSPA1L,MAP3K1,MI:0403(colocalization)
Q9BW71,Q15436,HIRIP3,SEC23A,MI:0403(colocalization)
Q15561,O95273,TEAD4,CCNDBP1,MI:0407(direct interaction)
Q7Z6G3,A4D0Z4,NECAB2,GCC1,MI:0407(direct interaction)
Q6MZM0,Q9H255,HEPHL1,OR51E2,MI:0915(physical association)
P17301,P02452,ITGA2,COL1A1,psi-mi:MI:0915(physical association)
Q13233,P61962,MAP3K1,DCAF7,MI:0915(physical association)
P51587,Q86XE0,BRCA2,SNX32,MI:0915(physical association)
Q7Z6G3,P19387,NECAB2,POLR2C,MI:0407(direct interaction)
A0A0S2Z3Y1,Q8IXZ2,LGALS3BP,ZC3H3,MI:0915(physical association)
F6KD01,Q06830,PTEN,PRDX1,MI:0407(direct interaction)
Q13233,Q13233,MAP3K1,MAP3K1,MI:0407(direct interaction)
P43115,Q14330,PTGER3,GPR18,psi-mi:MI:0914(association)
